E,X,F,E,T,N,F,C,B,P,T,B,S,S,P,G,P,W,O,P,K,V,D
E,X,F,E,T,N,F,C,B,P,T,B,S,S,G,P,P,W,O,P,N,Y,D
E,X,Y,N,T,N,F,C,B,P,T,B,S,S,W,P,P,W,O,P,N,V,D
E,F,F,N,T,N,F,C,B,N,T,B,S,S,W,P,P,W,O,P,K,V,D
E,X,F,E,T,N,F,C,B,N,T,B,S,S,G,P,P,W,O,P,N,V,D
E,X,F,G,T,N,F,C,B,W,T,B,S,S,W,P,P,W,O,P,K,V,D
E,F,F,N,T,N,F,C,B,U,T,B,S,S,G,P,P,W,O,P,K,Y,D
E,X,Y,E,T,N,F,C,B,P,T,B,S,S,G,P,P,W,O,P,N,V,D
E,X,F,G,T,N,F,C,B,U,T,B,S,S,G,W,P,W,O,P,K,Y,D
E,F,F,G,T,N,F,C,B,P,T,B,S,S,P,W,P,W,O,P,K,Y,D
E,F,F,G,T,N,F,C,B,P,T,B,S,S,G,G,P,W,O,P,K,V,D
E,F,F,N,T,N,F,C,B,N,T,B,S,S,G,W,P,W,O,P,K,Y,D
E,X,F,N,T,N,F,C,B,W,T,B,S,S,P,W,P,W,O,P,N,Y,D
E,X,Y,E,T,N,F,C,B,W,T,B,S,S,G,G,P,W,O,P,N,Y,D
E,F,S,G,F,N,F,W,B,P,T,E,F,F,W,W,P,W,O,E,K,S,G
E,X,Y,E,T,N,F,C,B,P,T,B,S,S,G,W,P,W,O,P,K,Y,D
E,F,F,G,T,N,F,C,B,P,T,B,S,S,G,W,P,W,O,P,N,Y,D
E,X,Y,E,T,N,F,C,B,W,T,B,S,S,G,P,P,W,O,P,K,Y,D
E,X,F,G,T,N,F,C,B,U,T,B,S,S,W,W,P,W,O,P,N,V,D
E,F,F,N,T,N,F,C,B,W,T,B,S,S,W,G,P,W,O,P,K,Y,D
E,X,F,E,T,N,F,C,B,W,T,B,S,S,P,G,P,W,O,P,N,V,D
E,X,F,E,T,N,F,C,B,N,T,B,S,S,G,W,P,W,O,P,N,V,D
E,X,F,G,T,N,F,C,B,W,T,B,S,S,W,G,P,W,O,P,K,V,D
P,X,F,W,F,C,F,W,N,G,E,B,S,S,W,W,P,W,O,P,N,S,D
E,X,Y,E,T,N,F,C,B,P,T,B,S,S,P,P,P,W,O,P,N,Y,D
E,X,F,E,T,N,F,C,B,N,T,B,S,S,W,P,P,W,O,P,K,V,D
E,X,Y,N,T,N,F,C,B,W,T,B,S,S,P,W,P,W,O,P,N,Y,D
E,F,F,W,F,N,F,W,B,H,T,E,S,S,W,W,P,W,O,E,N,S,G
E,X,F,G,T,N,F,C,B,N,T,B,S,S,G,W,P,W,O,P,N,Y,D
E,F,F,G,T,N,F,C,B,N,T,B,S,S,W,P,P,W,O,P,N,V,D
E,X,F,G,T,N,F,C,B,W,T,B,S,S,P,G,P,W,O,P,N,Y,D
E,F,Y,E,T,N,F,C,B,W,T,B,S,S,W,P,P,W,O,P,K,Y,D
E,X,F,E,T,N,F,C,B,N,T,B,S,S,P,P,P,W,O,P,K,Y,D
E,X,Y,N,T,N,F,C,B,N,T,B,S,S,G,G,P,W,O,P,K,V,D
E,X,Y,E,T,N,F,C,B,N,T,B,S,S,G,G,P,W,O,P,N,V,D
E,X,F,E,T,N,F,C,B,N,T,B,S,S,W,W,P,W,O,P,N,V,D
E,F,Y,E,T,N,F,C,B,N,T,B,S,S,W,W,P,W,O,P,K,V,D
E,F,F,N,T,N,F,C,B,W,T,B,S,S,P,G,P,W,O,P,N,V,D
E,X,Y,G,T,N,F,C,B,P,T,B,S,S,W,W,P,W,O,P,N,V,D
E,X,Y,G,T,N,F,C,B,P,T,B,S,S,G,W,P,W,O,P,N,Y,D
E,X,F,G,T,N,F,C,B,N,T,B,S,S,G,P,P,W,O,P,N,V,D
E,X,F,E,T,N,F,C,B,W,T,B,S,S,G,P,P,W,O,P,N,V,D
E,X,F,N,T,N,F,C,B,W,T,B,S,S,G,W,P,W,O,P,K,Y,D
E,F,F,N,F,N,F,W,B,N,T,E,F,F,W,W,P,W,O,E,K,S,G
E,X,F,E,T,N,F,C,B,W,T,B,S,S,W,G,P,W,O,P,N,Y,D
E,X,Y,G,T,N,F,C,B,N,T,B,S,S,G,G,P,W,O,P,N,Y,D
E,X,Y,N,T,N,F,C,B,U,T,B,S,S,P,P,P,W,O,P,K,V,D
E,X,F,G,T,N,F,C,B,P,T,B,S,S,G,P,P,W,O,P,N,Y,D
E,X,Y,E,T,N,F,C,B,N,T,B,S,S,P,G,P,W,O,P,N,Y,D
E,F,F,N,T,N,F,C,B,U,T,B,S,S,P,W,P,W,O,P,K,V,D
E,X,Y,G,T,N,F,C,B,U,T,B,S,S,W,W,P,W,O,P,K,Y,D
E,F,F,G,T,N,F,C,B,P,T,B,S,S,P,G,P,W,O,P,N,V,D
E,X,F,E,T,N,F,C,B,U,T,B,S,S,P,P,P,W,O,P,K,V,D
E,F,F,N,T,N,F,C,B,N,T,B,S,S,W,G,P,W,O,P,K,V,D
E,X,Y,G,T,N,F,C,B,P,T,B,S,S,G,P,P,W,O,P,N,Y,D
